Runway,Slot_date,Slot_time,Possible_delay,Delay,FlightID,0
80,2018-02-19,16:47:04,21,63,2633,2633
38,2016-04-23,08:46:45,37,99,2634,2634
9,2020-10-19,00:06:50,20,100,2635,2635
99,2017-11-17,22:18:09,51,11,2636,2636
99,2016-09-19,14:36:57,31,86,2637,2637
53,2018-04-08,00:50:39,55,98,2638,2638
47,2020-10-26,05:51:51,19,97,2639,2639
72,2021-03-25,08:01:19,42,38,2640,2640
62,2016-11-15,14:13:35,56,61,2641,2641
32,2018-06-30,21:09:27,43,80,2642,2642
44,2018-10-10,00:50:29,35,94,2643,2643
75,2016-11-06,08:45:29,38,90,2644,2644
34,2017-08-09,05:58:19,28,75,2645,2645
46,2016-07-25,14:41:45,42,51,2646,2646
98,2017-02-22,08:54:24,14,34,2647,2647
18,2021-02-27,08:13:13,58,76,2648,2648
15,2018-02-16,11:21:25,13,86,2649,2649
20,2016-04-23,20:17:08,40,52,2650,2650
65,2020-03-17,22:01:41,55,68,2651,2651
67,2016-06-29,03:53:22,58,39,2652,2652
10,2016-05-20,13:45:07,27,99,2653,2653
35,2018-12-05,20:28:03,54,31,2654,2654
39,2016-06-02,15:11:18,31,73,2655,2655
43,2018-01-06,19:54:32,37,68,2656,2656
96,2019-12-26,04:52:15,32,42,2657,2657
42,2021-02-02,01:14:43,15,22,2658,2658
61,2020-04-07,07:14:05,19,38,2659,2659
2,2016-06-17,01:52:06,48,63,2660,2660
17,2017-01-23,05:15:56,21,96,2661,2661
50,2017-03-24,22:13:07,53,55,2662,2662
64,2017-06-11,22:35:42,34,96,2663,2663
32,2017-04-28,02:33:32,60,20,2664,2664
40,2020-02-14,04:36:46,56,20,2665,2665
90,2016-09-21,05:45:11,48,78,2666,2666
19,2019-04-19,01:34:53,44,12,2667,2667
50,2019-05-27,03:11:53,54,81,2668,2668
32,2020-05-19,20:12:18,40,90,2669,2669
65,2017-03-26,12:39:10,42,60,2670,2670
100,2017-02-06,09:12:55,13,58,2671,2671
68,2021-03-14,04:13:49,50,55,2672,2672
17,2019-08-19,20:06:11,13,71,2673,2673
96,2020-02-20,05:47:12,27,71,2674,2674
53,2019-04-28,03:45:23,26,98,2675,2675
58,2019-08-12,18:18:55,11,30,2676,2676
24,2016-12-03,03:29:26,17,65,2677,2677
66,2018-08-01,20:15:19,36,73,2678,2678
73,2018-09-03,19:32:54,17,87,2679,2679
67,2017-04-24,02:51:36,29,87,2680,2680
33,2017-04-02,22:58:36,35,53,2681,2681
2,2018-09-06,19:47:42,15,19,2682,2682
68,2016-05-29,13:01:19,55,50,2683,2683
72,2019-09-24,06:48:40,20,18,2684,2684
58,2019-04-28,01:39:09,33,67,2685,2685
3,2016-06-20,18:32:07,11,100,2686,2686
28,2019-09-01,18:59:32,60,49,2687,2687
94,2019-07-24,08:07:11,40,83,2688,2688
42,2020-12-02,03:39:47,27,85,2689,2689
11,2018-10-06,07:45:16,53,90,2690,2690
6,2021-02-20,12:21:38,53,37,2691,2691
87,2017-03-02,05:21:40,24,100,2692,2692
46,2019-12-27,17:16:59,56,60,2693,2693
79,2016-07-31,11:51:06,16,86,2694,2694
92,2021-01-27,09:45:52,14,89,2695,2695
37,2018-04-09,00:22:56,49,99,2696,2696
5,2018-04-23,19:33:23,18,77,2697,2697
42,2017-10-01,01:45:01,53,65,2698,2698
59,2018-12-14,10:15:16,13,36,2699,2699
4,2020-06-30,12:08:41,45,21,2700,2700
89,2016-08-30,05:20:06,24,91,2701,2701
34,2018-11-10,09:07:39,18,46,2702,2702
42,2021-04-17,23:27:43,57,61,2703,2703
15,2018-08-23,03:12:11,18,25,2704,2704
81,2017-02-17,04:32:01,31,82,2705,2705
98,2018-05-14,06:26:12,38,32,2706,2706
1,2016-09-13,19:37:58,31,76,2707,2707
31,2017-12-15,22:48:46,16,30,2708,2708
45,2018-09-13,01:26:32,56,55,2709,2709
39,2021-01-13,06:52:19,54,21,2710,2710
49,2021-02-26,21:56:26,53,60,2711,2711
27,2016-09-01,23:34:19,11,98,2712,2712
48,2020-04-16,23:11:14,30,87,2713,2713
70,2018-06-02,05:38:16,55,46,2714,2714
34,2018-05-06,14:16:40,43,70,2715,2715
51,2019-12-03,18:59:50,37,97,2716,2716
60,2020-09-26,02:06:20,33,13,2717,2717
26,2018-05-30,18:17:30,37,10,2718,2718
96,2018-03-10,07:56:37,34,58,2719,2719
26,2020-02-07,13:34:00,26,39,2720,2720
60,2020-08-15,12:36:13,39,97,2721,2721
66,2018-06-20,09:08:47,37,88,2722,2722
97,2018-06-06,14:35:21,21,77,2723,2723
41,2016-07-17,13:03:07,42,68,2724,2724
1,2018-04-11,02:36:11,50,17,2725,2725
63,2019-03-13,07:12:16,35,50,2726,2726
53,2019-02-02,04:33:33,52,52,2727,2727
53,2021-01-11,12:15:37,26,85,2728,2728
7,2017-03-10,00:24:45,34,93,2729,2729
27,2018-05-22,08:25:19,29,72,2730,2730
22,2019-09-27,07:48:22,53,81,2731,2731
98,2020-04-21,05:34:05,32,22,2732,2732
3,2018-07-21,22:12:31,57,65,2733,2733
59,2020-11-23,03:55:15,22,98,2734,2734
78,2018-04-24,13:14:37,16,97,2735,2735
41,2017-09-12,02:20:45,37,26,2736,2736
87,2017-03-18,02:44:43,47,85,2737,2737
16,2021-01-18,18:09:24,48,51,2738,2738
69,2021-03-08,12:59:36,33,69,2739,2739
98,2017-08-23,06:20:23,47,21,2740,2740
57,2018-11-27,00:32:21,20,58,2741,2741
18,2017-02-11,06:56:11,37,63,2742,2742
99,2019-02-28,10:23:01,43,61,2743,2743
13,2021-04-15,13:21:29,17,19,2744,2744
91,2021-01-28,00:33:43,16,52,2745,2745
31,2017-10-16,21:47:55,50,18,2746,2746
19,2018-03-28,06:35:07,45,18,2747,2747
61,2019-02-05,07:18:50,12,92,2748,2748
37,2019-03-12,12:07:39,44,91,2749,2749
27,2017-07-17,20:13:52,48,49,2750,2750
64,2017-08-13,23:41:29,40,33,2751,2751
19,2020-11-03,16:25:02,24,58,2752,2752
43,2020-09-26,11:30:32,24,35,2753,2753
97,2019-07-11,12:05:49,40,70,2754,2754
89,2019-07-08,17:48:29,14,81,2755,2755
32,2016-07-26,04:42:54,45,85,2756,2756
63,2016-09-07,16:17:36,23,59,2757,2757
2,2020-10-06,20:37:34,16,59,2758,2758
55,2018-10-07,20:38:45,38,36,2759,2759
60,2017-06-15,23:34:22,15,46,2760,2760
67,2021-02-24,02:39:52,24,83,2761,2761
84,2017-03-17,21:48:57,53,38,2762,2762
71,2019-11-13,10:42:06,22,11,2763,2763
30,2017-09-02,16:15:19,16,72,2764,2764
69,2017-05-01,01:08:57,19,76,2765,2765
2,2018-09-13,03:07:42,34,47,2766,2766
70,2018-01-01,18:26:29,15,81,2767,2767
17,2018-11-13,22:34:13,48,37,2768,2768
87,2018-04-14,18:19:46,38,30,2769,2769
4,2017-07-07,11:37:25,36,48,2770,2770
13,2016-04-28,00:40:09,17,89,2771,2771
87,2019-10-27,17:20:45,16,53,2772,2772
85,2019-01-29,06:19:06,55,79,2773,2773
34,2018-05-30,04:22:36,10,90,2774,2774
6,2018-04-19,06:08:59,57,61,2775,2775
50,2020-09-29,05:17:26,23,53,2776,2776
3,2019-06-11,21:02:50,28,85,2777,2777
76,2019-03-16,05:39:14,36,54,2778,2778
11,2016-10-20,12:23:45,56,76,2779,2779
29,2018-11-26,09:12:20,54,16,2780,2780
74,2018-08-30,04:10:30,20,58,2781,2781
87,2017-09-15,16:27:41,59,76,2782,2782
34,2019-12-16,07:49:48,31,17,2783,2783
14,2021-02-14,09:40:34,23,83,2784,2784
15,2019-01-14,08:46:22,28,89,2785,2785
83,2019-08-09,14:31:38,41,59,2786,2786
21,2018-06-08,05:57:28,47,67,2787,2787
90,2016-07-06,19:43:08,18,13,2788,2788
44,2019-07-03,12:35:13,15,80,2789,2789
50,2016-05-18,18:57:37,18,75,2790,2790
2,2018-03-08,08:57:04,39,56,2791,2791
7,2017-01-20,09:02:46,18,75,2792,2792
90,2016-10-05,11:28:12,40,42,2793,2793
22,2018-02-15,19:20:05,31,63,2794,2794
76,2017-09-23,15:08:23,30,29,2795,2795
65,2017-08-21,02:39:27,48,52,2796,2796
59,2018-09-07,13:08:41,25,88,2797,2797
56,2020-10-08,05:26:31,37,60,2798,2798
14,2017-11-12,19:57:07,10,38,2799,2799
21,2018-09-20,05:32:48,49,100,2800,2800
40,2021-04-08,14:06:20,42,72,2801,2801
72,2020-04-03,17:05:49,52,20,2802,2802
16,2018-10-07,02:46:12,14,81,2803,2803
23,2019-09-21,00:46:57,54,13,2804,2804
23,2016-06-19,09:23:46,44,11,2805,2805
87,2016-10-21,10:25:40,15,17,2806,2806
89,2017-04-02,15:47:49,33,38,2807,2807
26,2017-01-13,11:50:28,41,41,2808,2808
46,2017-08-22,15:03:06,50,98,2809,2809
82,2018-01-14,11:08:19,29,30,2810,2810
34,2020-10-28,16:08:09,45,98,2811,2811
75,2017-05-13,05:24:05,20,11,2812,2812
57,2016-10-10,00:18:05,42,59,2813,2813
2,2018-04-07,22:15:09,54,29,2814,2814
84,2017-06-30,14:39:40,12,20,2815,2815
11,2018-10-29,04:25:39,33,28,2816,2816
67,2020-08-19,20:02:39,11,52,2817,2817
35,2017-04-15,11:42:32,39,62,2818,2818
38,2020-06-24,20:28:50,51,16,2819,2819
96,2020-09-08,11:02:42,13,54,2820,2820
38,2017-12-06,18:14:04,40,35,2821,2821
84,2019-03-13,18:51:27,28,61,2822,2822
16,2019-02-28,01:04:44,54,100,2823,2823
36,2020-11-22,12:03:54,58,84,2824,2824
68,2020-03-28,22:53:37,50,65,2825,2825
28,2018-02-06,14:03:06,25,63,2826,2826
23,2019-12-20,10:57:40,35,21,2827,2827
87,2019-07-26,08:55:23,45,35,2828,2828
31,2018-03-10,22:04:56,45,29,2829,2829
54,2016-10-18,04:24:00,58,56,2830,2830
83,2019-11-25,23:51:47,54,97,2831,2831
11,2021-01-04,23:59:19,23,74,2832,2832
90,2019-05-17,01:02:52,47,94,2833,2833
93,2017-01-22,03:18:59,16,52,2834,2834
34,2018-03-23,22:30:34,53,20,2835,2835
9,2021-01-25,19:33:28,34,42,2836,2836
56,2020-07-04,20:13:46,54,69,2837,2837
54,2020-11-06,15:49:20,23,98,2838,2838
14,2021-02-05,16:36:45,44,68,2839,2839
4,2018-06-14,21:27:15,30,82,2840,2840
96,2018-08-20,07:02:25,49,12,2841,2841
19,2016-11-05,16:22:43,43,44,2842,2842
69,2016-05-07,13:36:34,56,95,2843,2843
37,2017-08-08,15:50:59,17,71,2844,2844
31,2020-11-24,03:19:06,42,81,2845,2845
12,2020-07-14,22:23:47,23,29,2846,2846
47,2018-10-19,17:03:39,53,18,2847,2847
97,2016-11-21,08:14:28,18,36,2848,2848
70,2019-07-23,15:33:41,46,99,2849,2849
27,2020-03-02,14:19:36,10,77,2850,2850
65,2020-08-10,17:19:09,11,71,2851,2851
66,2017-12-26,03:09:28,36,98,2852,2852
88,2017-07-13,02:34:03,41,36,2853,2853
77,2018-03-22,23:34:53,37,55,2854,2854
92,2017-12-01,11:30:06,43,39,2855,2855
44,2018-02-03,04:55:36,46,11,2856,2856
72,2021-01-16,17:13:01,48,49,2857,2857
46,2018-04-22,11:15:02,16,70,2858,2858
41,2020-05-21,13:18:19,11,36,2859,2859
42,2020-06-03,19:38:40,56,44,2860,2860
33,2018-02-26,07:05:40,16,40,2861,2861
64,2018-03-23,20:44:21,17,24,2862,2862
44,2020-03-15,07:14:39,22,77,2863,2863
22,2018-09-30,22:14:25,10,48,2864,2864
56,2016-07-10,23:30:36,55,21,2865,2865
99,2018-09-11,13:59:54,42,56,2866,2866
19,2016-10-01,00:13:39,26,56,2867,2867
39,2019-03-27,16:12:26,27,72,2868,2868
51,2020-12-12,22:10:40,52,97,2869,2869
80,2017-01-23,15:46:17,23,80,2870,2870
4,2020-12-02,11:04:48,14,100,2871,2871
63,2017-08-11,07:24:45,43,30,2872,2872
60,2017-11-15,05:58:11,18,46,2873,2873
7,2017-03-05,23:46:09,36,81,2874,2874
1,2017-03-14,18:17:03,33,83,2875,2875
30,2016-05-07,12:55:07,48,93,2876,2876
49,2018-07-02,07:53:13,27,80,2877,2877
85,2019-10-01,19:34:24,13,77,2878,2878
26,2018-05-16,16:03:25,44,39,2879,2879
68,2020-08-11,13:22:41,48,53,2880,2880
60,2021-03-20,05:59:12,46,12,2881,2881
15,2018-07-28,11:53:30,60,70,2882,2882
81,2017-08-18,10:06:38,39,44,2883,2883
58,2018-07-01,04:08:06,39,87,2884,2884
38,2019-07-02,08:32:23,60,11,2885,2885
7,2016-08-17,12:27:50,57,33,2886,2886
17,2017-05-25,22:28:37,21,51,2887,2887
31,2019-02-12,14:57:16,24,100,2888,2888
60,2020-11-18,00:23:22,52,40,2889,2889
68,2017-06-01,06:14:55,32,43,2890,2890
55,2020-12-16,21:23:20,50,24,2891,2891
96,2019-09-17,20:36:42,19,54,2892,2892
25,2021-02-04,11:01:44,11,96,2893,2893
21,2019-05-04,22:11:29,31,35,2894,2894
22,2019-08-05,06:36:54,46,59,2895,2895
93,2019-12-11,23:48:54,45,29,2896,2896
88,2020-11-29,06:27:48,60,33,2897,2897
25,2019-03-13,03:22:20,10,78,2898,2898
53,2016-07-05,00:42:40,12,58,2899,2899
55,2021-03-15,10:40:54,21,96,2900,2900
52,2018-10-24,21:49:01,60,55,2901,2901
30,2019-06-12,11:41:12,10,42,2902,2902
43,2021-01-21,01:39:44,18,90,2903,2903
81,2019-10-20,21:48:53,28,36,2904,2904
58,2016-08-14,14:30:17,34,83,2905,2905
48,2018-05-20,05:00:56,48,98,2906,2906
61,2019-04-01,03:40:51,47,63,2907,2907
89,2017-03-16,20:51:39,32,39,2908,2908
43,2016-10-15,08:09:07,20,91,2909,2909
85,2020-06-29,13:04:34,30,66,2910,2910
73,2019-08-15,01:37:57,50,74,2911,2911
29,2016-11-21,21:25:39,11,62,2912,2912
53,2018-12-30,11:43:35,39,48,2913,2913
31,2017-07-27,07:11:45,18,75,2914,2914
27,2018-12-16,06:10:50,13,67,2915,2915
40,2017-02-03,21:20:42,48,95,2916,2916
91,2020-05-08,03:11:48,23,14,2917,2917
44,2018-01-14,11:56:36,60,32,2918,2918
47,2019-05-05,16:04:23,14,98,2919,2919
52,2018-11-02,18:31:13,60,51,2920,2920
78,2020-02-21,12:52:21,51,81,2921,2921
7,2019-10-08,11:16:46,35,44,2922,2922
66,2020-04-11,12:26:36,24,64,2923,2923
84,2020-08-24,17:33:21,57,95,2924,2924
8,2018-06-02,11:49:05,50,99,2925,2925
79,2017-05-20,21:00:45,20,17,2926,2926
71,2018-03-23,12:57:49,18,21,2927,2927
78,2016-09-24,02:47:00,47,48,2928,2928
15,2017-05-13,01:56:30,29,83,2929,2929
10,2016-08-06,19:31:36,28,66,2930,2930
74,2019-06-25,23:43:45,38,56,2931,2931
21,2017-02-19,17:26:10,52,92,2932,2932
77,2019-12-04,07:41:09,20,75,2933,2933
51,2017-08-27,05:16:10,46,50,2934,2934
60,2018-12-05,02:06:26,47,66,2935,2935
14,2016-12-07,23:46:06,17,32,2936,2936
42,2021-01-18,15:29:50,43,12,2937,2937
38,2016-08-24,19:08:02,59,26,2938,2938
53,2018-05-04,10:59:50,60,84,2939,2939
73,2020-09-18,01:53:37,18,45,2940,2940
39,2016-06-17,08:21:23,28,100,2941,2941
46,2019-08-19,23:57:15,47,48,2942,2942
45,2017-05-12,09:43:14,51,20,2943,2943
49,2020-12-05,18:16:20,45,42,2944,2944
65,2019-09-19,11:29:12,17,14,2945,2945
79,2018-02-04,03:52:59,59,13,2946,2946
48,2018-11-11,21:40:23,30,81,2947,2947
86,2020-12-21,13:02:09,22,12,2948,2948
43,2018-01-24,23:04:14,11,55,2949,2949
58,2017-04-13,17:29:53,13,15,2950,2950
80,2020-07-14,05:33:15,33,89,2951,2951
69,2020-06-02,02:05:03,56,28,2952,2952
47,2018-05-03,21:11:45,13,10,2953,2953
59,2017-04-17,11:27:11,25,53,2954,2954
58,2016-10-17,05:49:49,45,70,2955,2955
90,2019-08-28,06:47:07,33,13,2956,2956
14,2020-02-02,07:16:02,53,81,2957,2957
38,2018-08-13,20:02:23,18,22,2958,2958
35,2019-07-04,03:14:30,59,100,2959,2959
44,2020-12-10,15:05:19,55,23,2960,2960
23,2016-07-23,00:29:19,22,90,2961,2961
17,2020-10-10,04:46:12,34,40,2962,2962
44,2018-05-16,05:06:36,23,92,2963,2963
37,2020-10-14,21:33:19,52,23,2964,2964
60,2017-06-23,05:00:50,28,96,2965,2965
56,2020-06-29,22:05:02,13,57,2966,2966
37,2017-01-03,10:44:45,12,36,2967,2967
51,2019-01-07,22:38:14,58,10,2968,2968
77,2017-11-28,07:49:24,57,18,2969,2969
36,2017-01-18,02:44:19,34,96,2970,2970
60,2021-03-04,07:25:02,53,34,2971,2971
89,2017-10-22,03:42:29,52,48,2972,2972
26,2017-11-23,09:30:07,60,86,2973,2973
87,2020-04-06,18:34:20,17,58,2974,2974
81,2020-10-17,14:46:35,18,51,2975,2975
50,2021-01-23,20:42:34,18,83,2976,2976
45,2020-05-01,10:30:55,50,67,2977,2977
36,2018-04-24,00:51:06,55,56,2978,2978
97,2016-09-18,12:14:06,53,99,2979,2979
46,2020-08-05,02:53:02,46,81,2980,2980
2,2019-03-25,17:08:56,46,44,2981,2981
25,2019-01-03,14:47:43,25,86,2982,2982
37,2019-05-22,16:48:35,40,63,2983,2983
65,2018-09-27,01:50:35,13,56,2984,2984
35,2018-04-09,20:11:01,28,38,2985,2985
78,2016-08-03,03:46:34,43,23,2986,2986
94,2017-04-11,14:39:42,11,98,2987,2987
81,2021-04-21,05:48:47,16,43,2988,2988
42,2019-05-14,19:11:04,55,63,2989,2989
49,2017-01-29,06:06:59,10,60,2990,2990
2,2016-05-12,15:13:59,46,96,2991,2991
41,2016-12-16,16:56:11,14,39,2992,2992
15,2020-05-23,21:16:53,36,35,2993,2993
49,2017-06-27,23:50:41,21,27,2994,2994
54,2019-04-21,14:17:15,12,95,2995,2995
9,2017-02-20,02:56:13,26,77,2996,2996
52,2017-06-04,07:05:10,29,76,2997,2997
50,2017-07-05,22:20:32,16,86,2998,2998
84,2019-09-30,10:58:46,13,15,2999,2999
39,2017-11-15,03:19:17,23,66,3000,3000
1,2016-07-20,16:05:22,49,39,3001,3001
13,2018-07-29,01:56:15,35,62,3002,3002
41,2017-04-12,22:57:20,35,53,3003,3003
18,2020-06-02,20:32:20,22,32,3004,3004
56,2021-02-17,10:38:35,47,53,3005,3005
64,2018-03-17,15:05:07,60,76,3006,3006
27,2020-10-05,02:02:22,29,97,3007,3007
64,2018-11-15,08:34:48,24,29,3008,3008
55,2018-01-22,05:19:41,35,72,3009,3009
18,2018-07-26,04:42:52,46,52,3010,3010
67,2016-07-05,13:32:00,49,80,3011,3011
90,2020-06-14,12:24:20,26,65,3012,3012
46,2021-04-22,07:43:47,19,40,3013,3013
38,2016-11-28,15:39:31,41,76,3014,3014
43,2018-05-08,02:08:27,39,74,3015,3015
46,2021-04-07,09:04:48,12,69,3016,3016
43,2017-12-13,19:21:14,20,56,3017,3017
87,2016-05-20,21:10:15,58,36,3018,3018
15,2018-03-19,02:47:14,25,73,3019,3019
12,2019-12-07,14:46:07,17,26,3020,3020
2,2016-10-03,01:30:48,11,25,3021,3021
27,2020-06-01,08:27:53,44,98,3022,3022
50,2020-08-20,14:42:51,57,15,3023,3023
66,2017-04-21,04:42:02,48,73,3024,3024
17,2016-09-11,18:46:24,58,42,3025,3025
68,2019-05-13,14:49:48,47,22,3026,3026
22,2020-12-18,20:49:29,49,20,3027,3027
54,2017-09-26,22:19:06,52,78,3028,3028
72,2017-01-19,15:02:18,51,53,3029,3029
25,2017-05-12,20:24:33,24,53,3030,3030
18,2020-02-18,01:00:51,33,10,3031,3031
24,2017-10-08,06:06:03,29,58,3032,3032
95,2019-03-11,11:06:24,30,26,3033,3033
33,2017-10-13,10:01:05,13,86,3034,3034
69,2016-06-12,17:09:45,49,100,3035,3035
11,2016-08-10,01:28:20,18,40,3036,3036
64,2020-02-02,13:42:23,22,76,3037,3037
3,2020-01-17,21:24:33,29,26,3038,3038
19,2018-01-30,12:51:05,24,19,3039,3039
18,2019-09-15,03:15:55,26,76,3040,3040
55,2018-05-24,17:03:59,51,100,3041,3041
47,2016-09-19,19:17:44,22,17,3042,3042
2,2019-08-26,19:02:38,31,59,3043,3043
1,2018-12-25,16:34:55,14,49,3044,3044
64,2018-10-05,11:23:30,48,31,3045,3045
23,2019-08-19,08:51:55,49,30,3046,3046
57,2021-01-08,15:03:54,41,76,3047,3047
31,2018-10-22,06:04:02,33,27,3048,3048
68,2019-03-29,22:30:34,10,67,3049,3049
79,2017-04-29,14:44:20,14,31,3050,3050
53,2019-04-16,02:58:15,11,68,3051,3051
10,2016-06-07,04:52:22,14,55,3052,3052
43,2020-10-04,01:34:46,16,82,3053,3053
26,2016-05-27,09:14:15,40,11,3054,3054
2,2020-06-20,09:28:19,39,70,3055,3055
3,2021-01-25,08:34:45,15,16,3056,3056
3,2020-08-26,15:50:21,46,29,3057,3057
5,2019-04-29,09:55:14,17,27,3058,3058
25,2020-10-01,08:29:37,11,39,3059,3059
70,2018-06-02,15:06:55,42,66,3060,3060
55,2020-05-26,15:55:45,24,86,3061,3061
50,2021-01-28,02:45:02,39,82,3062,3062
85,2017-11-22,07:06:01,41,64,3063,3063
42,2020-05-29,17:25:53,56,13,3064,3064
86,2017-08-17,23:43:33,43,37,3065,3065
93,2019-06-04,09:44:48,13,20,3066,3066
51,2020-08-22,05:28:52,34,77,3067,3067
44,2018-07-02,02:32:19,47,27,3068,3068
43,2019-05-25,03:20:12,10,20,3069,3069
71,2016-12-09,13:40:53,58,12,3070,3070
89,2017-02-28,03:09:54,21,16,3071,3071
85,2016-12-19,03:08:01,36,96,3072,3072
86,2019-12-04,10:46:14,33,70,3073,3073
53,2017-02-09,15:44:49,42,47,3074,3074
43,2017-07-14,17:48:17,27,79,3075,3075
50,2016-10-23,22:59:16,17,15,3076,3076
15,2019-07-16,08:00:02,29,21,3077,3077
6,2018-04-20,18:20:54,32,30,3078,3078
85,2017-10-29,04:29:01,17,51,3079,3079
27,2019-07-14,08:22:14,57,92,3080,3080
2,2017-02-24,22:52:24,18,14,3081,3081
44,2019-03-02,19:59:46,51,50,3082,3082
78,2016-05-18,23:02:38,35,90,3083,3083
30,2018-01-14,07:25:13,39,95,3084,3084
20,2019-05-14,20:50:39,12,23,3085,3085
67,2019-06-28,07:54:30,38,18,3086,3086
53,2019-09-13,00:30:09,21,81,3087,3087
37,2020-02-19,13:22:47,41,54,3088,3088
94,2020-08-20,03:30:02,36,28,3089,3089
28,2019-03-31,04:11:10,58,26,3090,3090
9,2016-08-08,14:00:45,21,18,3091,3091
93,2018-07-02,09:15:41,23,86,3092,3092
18,2019-08-08,17:56:13,54,84,3093,3093
24,2020-04-17,16:01:07,23,78,3094,3094
52,2017-10-11,22:38:12,54,25,3095,3095
16,2019-04-20,10:32:42,35,45,3096,3096
42,2017-01-21,05:37:43,12,30,3097,3097
6,2017-02-04,17:56:52,24,34,3098,3098
71,2019-07-15,18:51:33,36,65,3099,3099
89,2017-07-21,10:52:38,13,11,3100,3100
13,2020-06-24,06:59:07,18,47,3101,3101
94,2019-04-07,12:38:26,10,88,3102,3102
14,2020-06-23,13:38:15,25,54,3103,3103
49,2017-01-01,14:32:59,40,45,3104,3104
58,2016-07-19,16:14:45,44,63,3105,3105
67,2017-03-04,13:22:04,22,38,3106,3106
18,2021-04-16,05:50:01,10,89,3107,3107
46,2019-11-29,14:21:59,23,90,3108,3108
22,2020-11-06,08:20:16,42,14,3109,3109
61,2021-02-10,19:21:25,21,96,3110,3110
79,2020-05-05,03:09:06,42,51,3111,3111
31,2018-01-17,05:44:25,12,73,3112,3112
29,2017-01-15,18:41:48,16,49,3113,3113
11,2019-06-22,09:14:27,15,52,3114,3114
18,2019-08-24,19:49:37,12,60,3115,3115
20,2020-09-26,12:56:26,43,65,3116,3116
14,2020-03-16,13:18:15,28,76,3117,3117
27,2021-01-22,03:09:40,14,38,3118,3118
43,2020-01-14,06:23:51,24,31,3119,3119
100,2018-02-14,16:14:47,44,53,3120,3120
95,2020-03-11,01:47:50,60,37,3121,3121
66,2019-01-08,21:26:05,13,56,3122,3122
91,2017-01-06,13:55:47,19,97,3123,3123
97,2019-03-19,15:03:48,45,81,3124,3124
43,2019-12-30,04:41:24,39,29,3125,3125
75,2020-02-24,13:12:38,34,34,3126,3126
28,2020-06-05,23:20:45,19,40,3127,3127
42,2020-02-15,21:55:16,34,92,3128,3128
45,2016-10-12,04:33:36,13,75,3129,3129
91,2020-12-23,16:19:49,31,41,3130,3130
73,2017-01-14,03:15:34,14,24,3131,3131
12,2019-12-07,05:15:03,49,13,3132,3132
67,2020-11-15,17:21:27,21,89,3133,3133
10,2016-11-16,16:49:46,59,67,3134,3134
42,2018-12-10,00:36:25,56,16,3135,3135
3,2019-02-09,01:14:24,21,30,3136,3136
15,2016-08-14,22:47:23,40,66,3137,3137
10,2019-03-11,06:52:40,41,65,3138,3138
23,2017-06-13,17:59:04,32,48,3139,3139
74,2020-08-11,21:57:39,14,26,3140,3140
83,2017-05-25,03:25:05,26,18,3141,3141
83,2017-10-13,05:34:43,39,59,3142,3142
93,2018-02-23,17:54:18,28,16,3143,3143
42,2017-05-23,02:23:35,38,45,3144,3144
52,2020-02-17,02:38:14,59,80,3145,3145
27,2019-04-29,12:27:14,24,11,3146,3146
83,2017-09-05,10:32:04,22,99,3147,3147
14,2020-10-07,20:30:36,14,20,3148,3148
81,2017-12-03,09:57:36,20,60,3149,3149
56,2018-05-18,22:32:04,25,16,3150,3150
38,2016-12-24,01:57:52,15,97,3151,3151
8,2017-01-13,05:16:13,16,43,3152,3152
75,2019-08-01,16:56:53,49,59,3153,3153
100,2017-08-20,19:53:52,37,51,3154,3154
16,2020-01-17,03:28:43,57,31,3155,3155
9,2016-06-19,17:13:21,58,77,3156,3156
19,2016-11-17,04:24:49,47,42,3157,3157
95,2019-12-09,23:47:15,53,87,3158,3158
17,2020-10-06,20:17:15,49,23,3159,3159
14,2019-02-20,03:12:19,35,82,3160,3160
10,2020-07-23,11:28:31,18,71,3161,3161
55,2021-03-05,18:02:17,55,72,3162,3162
95,2020-06-06,08:45:51,18,96,3163,3163
92,2019-12-21,10:27:22,41,60,3164,3164
40,2017-08-03,10:23:36,33,90,3165,3165
5,2018-04-22,21:44:38,45,59,3166,3166
66,2019-01-31,09:33:33,38,98,3167,3167
46,2019-07-27,18:59:09,37,44,3168,3168
10,2020-11-09,08:55:40,46,91,3169,3169
19,2018-06-03,22:44:46,33,37,3170,3170
81,2021-03-09,18:38:49,36,96,3171,3171
75,2016-11-26,22:15:42,45,68,3172,3172
44,2016-09-12,07:23:49,59,79,3173,3173
66,2016-06-13,04:49:02,42,94,3174,3174
16,2019-05-05,17:32:12,60,96,3175,3175
1,2020-03-15,14:23:14,52,57,3176,3176
53,2018-07-11,07:41:03,15,78,3177,3177
79,2021-02-09,19:00:29,49,92,3178,3178
56,2018-05-18,19:29:09,52,31,3179,3179
39,2018-02-19,08:14:27,58,21,3180,3180
65,2017-01-09,04:32:18,52,39,3181,3181
98,2020-04-24,05:40:24,57,10,3182,3182
80,2018-01-25,02:36:45,33,79,3183,3183
12,2016-10-24,02:35:00,59,69,3184,3184
46,2016-10-18,07:42:57,56,88,3185,3185
95,2021-03-20,12:03:33,34,46,3186,3186
83,2018-11-02,11:43:41,30,22,3187,3187
14,2016-11-24,09:04:02,32,85,3188,3188
81,2018-11-27,00:08:39,41,39,3189,3189
1,2019-08-13,10:42:44,10,33,3190,3190
